math,science,english,arts,commerce,coding_skill,communication,creativity,analytical,leadership,interest_tech,interest_science,interest_arts,interest_business,stress_tolerance,career_label
76,98,62,41,57,67,56,75,76,52,98,93,37,31,84,Mechanical Engineer
92,69,79,32,46,80,76,42,94,52,90,86,40,31,67,Software Engineer
72,78,75,55,42,25,91,63,88,66,49,72,61,59,68,Psychologist
75,86,69,39,46,63,64,57,83,52,89,82,35,40,77,Mechanical Engineer
86,81,72,48,58,56,60,66,93,65,96,89,29,33,84,Mechanical Engineer
71,52,75,58,87,51,82,75,85,89,59,63,58,87,88,Entrepreneur
65,71,77,73,87,55,96,81,72,87,70,42,59,87,70,Entrepreneur
90,77,58,47,68,81,50,44,82,43,86,75,24,40,86,Software Engineer
86,85,68,37,50,75,55,57,92,43,98,99,38,54,60,Data Scientist
80,94,56,49,51,90,53,52,88,48,91,73,30,39,89,Software Engineer
71,85,61,44,43,44,85,50,81,68,46,95,38,48,68,Doctor
82,74,78,52,45,84,68,46,94,63,84,72,22,51,75,Software Engineer
71,97,72,43,57,31,94,67,90,79,41,86,33,46,71,Doctor
72,52,84,49,88,59,82,81,86,84,63,63,56,83,67,Entrepreneur
99,79,62,56,55,52,68,63,95,53,89,83,31,41,65,Mechanical Engineer
93,91,65,59,42,45,81,62,84,63,63,96,39,34,72,Doctor
81,67,72,63,88,41,80,92,81,96,79,51,59,86,69,Entrepreneur
97,85,71,54,64,63,56,61,99,50,88,96,37,35,84,Mechanical Engineer
79,86,60,39,51,73,70,62,84,56,81,82,25,30,67,Mechanical Engineer
79,72,88,62,70,30,87,62,93,82,26,31,62,83,69,Lawyer
96,78,75,38,57,91,70,72,88,66,89,94,40,62,69,Data Scientist
73,67,82,58,63,22,87,70,65,70,29,82,69,58,88,Psychologist
59,59,96,59,56,37,90,69,86,62,46,68,76,51,69,Psychologist
72,51,80,46,70,27,97,61,87,71,53,59,43,84,76,Lawyer
88,90,76,59,47,28,70,40,78,78,45,96,38,42,91,Doctor
57,64,81,56,57,16,98,71,83,83,36,72,70,37,74,Psychologist
84,74,71,28,50,88,60,79,91,50,83,98,39,47,77,Data Scientist
71,77,83,59,43,25,98,82,66,87,50,47,72,31,73,Teacher
72,56,78,65,95,40,87,92,81,87,62,42,73,96,84,Entrepreneur
94,71,64,52,56,92,76,61,96,59,90,68,27,37,88,Software Engineer
96,64,65,26,82,49,60,59,93,45,56,53,35,82,70,Accountant
78,98,71,49,34,21,77,67,93,82,46,91,27,44,86,Doctor
80,84,62,37,68,89,57,56,92,57,98,86,22,44,80,Data Scientist
80,99,76,39,30,47,77,54,74,81,59,88,45,37,89,Doctor
43,60,55,87,42,48,80,95,53,51,77,21,91,38,73,Graphic Designer
83,56,95,68,59,47,89,88,66,71,54,51,55,40,73,Teacher
68,64,92,55,50,19,87,71,86,79,37,76,64,31,82,Psychologist
72,60,75,58,50,35,93,74,73,88,37,60,66,35,57,Teacher
65,57,67,87,36,64,63,92,66,65,50,30,92,47,65,Graphic Designer
68,63,59,92,51,61,83,99,54,45,67,46,90,50,58,Graphic Designer
93,50,78,48,98,48,66,42,80,61,35,40,46,79,80,Accountant
59,72,95,64,64,36,98,72,73,68,32,72,61,50,90,Psychologist
97,68,83,25,86,37,61,56,86,47,38,34,49,75,64,Accountant
86,94,56,34,55,72,63,62,99,47,88,84,40,43,56,Data Scientist
88,66,81,35,94,35,71,30,83,70,64,47,40,99,60,Accountant
99,90,60,30,49,73,57,54,96,40,84,79,20,61,82,Data Scientist
59,36,69,97,63,64,81,90,62,68,61,26,99,63,61,Graphic Designer
92,89,74,32,53,41,70,46,78,60,62,86,36,53,81,Doctor
96,64,84,40,95,39,70,43,89,54,36,30,28,96,56,Accountant
99,98,56,32,45,74,70,55,76,53,82,79,23,37,81,Mechanical Engineer
81,59,91,60,46,37,81,67,63,70,57,72,78,47,69,Teacher
78,47,78,59,88,40,97,78,79,94,57,39,72,80,80,Entrepreneur
60,60,77,93,51,45,83,85,40,59,64,21,96,47,74,Graphic Designer
87,72,68,38,56,90,55,53,85,64,89,95,32,57,63,Data Scientist
90,92,58,36,58,62,61,59,88,69,93,77,26,58,70,Mechanical Engineer
99,86,61,30,60,83,66,40,76,49,89,89,20,60,62,Software Engineer
81,83,83,32,48,91,58,72,80,68,84,76,37,48,78,Software Engineer
83,72,56,45,56,70,56,61,91,64,95,92,23,40,74,Data Scientist
92,85,67,50,55,81,54,72,95,42,89,88,30,51,76,Software Engineer
63,72,90,69,62,32,81,79,61,78,55,74,73,37,75,Teacher
83,60,72,36,84,32,74,31,98,49,35,43,34,78,66,Accountant
92,96,78,59,50,23,74,42,88,72,67,96,45,37,88,Doctor
44,59,73,88,52,42,60,98,48,46,59,36,95,51,63,Graphic Designer
60,54,96,46,79,39,82,74,73,88,52,52,47,80,72,Lawyer
90,67,78,42,97,48,61,37,89,60,54,48,30,81,73,Accountant
61,73,72,62,95,41,95,78,81,93,62,38,71,95,73,Entrepreneur
95,85,71,41,46,73,77,53,94,50,80,75,41,64,80,Data Scientist
93,63,64,40,86,53,68,51,96,49,64,49,35,81,80,Accountant
71,63,87,56,59,44,84,80,74,87,54,56,78,51,55,Teacher
81,81,56,37,40,91,72,52,86,42,89,86,30,47,78,Data Scientist
83,75,56,36,55,71,71,63,88,52,92,99,31,47,70,Data Scientist
81,51,66,48,93,52,69,46,83,48,64,45,33,75,80,Accountant
94,85,78,57,43,36,85,58,86,89,51,93,40,28,72,Doctor
69,68,80,59,39,34,91,83,72,80,31,75,72,45,83,Psychologist
68,67,92,66,46,26,98,66,70,94,57,69,76,52,56,Teacher
63,62,94,56,54,22,85,72,67,66,30,64,70,51,67,Psychologist
59,61,99,65,42,33,84,75,65,84,50,82,73,58,86,Psychologist
89,67,74,49,54,98,57,49,88,74,88,83,39,39,80,Software Engineer
49,54,58,86,44,37,64,88,56,59,79,42,95,39,78,Graphic Designer
46,43,66,85,40,62,68,90,46,43,78,48,89,58,62,Graphic Designer
54,48,71,92,45,44,76,97,51,62,51,20,99,61,68,Graphic Designer
94,78,66,29,56,81,68,56,98,47,96,80,25,40,73,Data Scientist
77,63,89,40,73,25,92,66,94,87,29,48,47,71,64,Lawyer
91,91,68,33,49,71,63,64,99,54,98,85,37,36,82,Data Scientist
56,45,76,85,48,40,73,99,68,58,52,36,88,41,66,Graphic Designer
83,50,83,46,96,61,88,77,71,90,69,64,62,83,67,Entrepreneur
94,51,81,32,91,35,68,57,79,48,58,54,49,99,81,Accountant
76,63,76,64,49,29,83,71,56,78,34,54,63,54,62,Teacher
50,68,99,72,54,30,98,61,73,72,42,79,56,36,94,Psychologist
71,72,79,69,35,30,92,75,66,84,50,76,58,38,84,Psychologist
67,58,84,65,64,49,87,80,77,76,53,72,66,36,71,Teacher
98,74,58,45,57,69,61,75,92,69,90,85,22,38,71,Data Scientist
75,71,70,53,43,90,56,64,89,48,90,66,40,52,62,Software Engineer
87,68,55,51,44,90,68,48,99,61,88,61,20,39,62,Software Engineer
73,59,90,62,60,23,95,57,85,82,43,45,43,64,81,Lawyer
94,78,56,40,49,89,60,72,80,59,87,78,40,46,73,Software Engineer
72,90,61,33,34,25,78,49,74,77,46,94,30,41,72,Doctor
86,98,67,48,58,60,69,56,94,50,93,98,22,50,73,Mechanical Engineer
72,75,79,54,49,32,89,72,56,71,51,63,64,44,81,Teacher
69,65,98,77,44,33,80,83,78,68,29,71,74,47,81,Psychologist
94,71,73,54,68,77,70,68,92,57,85,87,49,43,85,Software Engineer
68,73,74,61,72,59,83,75,88,98,68,42,62,85,66,Entrepreneur
66,56,88,71,40,27,96,83,60,83,37,55,68,39,71,Teacher
72,69,76,56,43,40,92,74,88,78,31,76,70,33,68,Psychologist
83,61,77,56,70,45,80,90,87,93,61,60,47,82,79,Entrepreneur
78,76,88,74,47,23,94,69,58,81,35,72,62,35,59,Teacher
96,73,77,34,64,76,71,50,82,69,80,79,31,45,75,Data Scientist
74,72,77,60,47,33,93,81,77,74,46,78,72,41,72,Psychologist
91,73,69,33,64,92,69,51,95,62,75,90,34,55,82,Data Scientist
74,72,98,65,79,37,93,76,75,72,49,59,58,62,83,Lawyer
54,65,98,67,61,20,89,79,67,62,25,61,79,34,92,Psychologist
73,71,90,53,66,22,94,77,70,70,36,54,48,77,67,Lawyer
92,56,65,53,93,35,66,47,97,73,63,49,30,76,66,Accountant
86,47,79,53,90,55,67,57,95,47,47,57,27,83,61,Accountant
80,72,64,37,58,78,77,60,97,50,89,99,23,45,60,Data Scientist
69,59,90,56,59,40,88,72,83,83,33,62,55,47,94,Psychologist
63,45,77,54,81,59,76,80,88,89,64,37,50,94,76,Entrepreneur
63,70,98,55,63,38,97,62,78,76,48,73,75,54,72,Psychologist
89,57,71,31,95,51,63,34,96,48,43,47,49,88,55,Accountant
91,92,79,40,43,68,64,63,99,57,77,80,37,43,80,Data Scientist
98,91,51,34,51,55,59,77,93,50,89,85,26,45,75,Mechanical Engineer
66,57,82,54,75,20,87,66,82,85,41,46,68,86,81,Lawyer
50,77,82,55,45,30,86,74,71,65,28,63,64,51,92,Psychologist
99,80,74,41,53,68,55,70,84,41,84,92,28,52,59,Data Scientist
95,76,72,32,48,56,74,78,99,53,92,84,49,35,59,Mechanical Engineer
66,47,55,99,35,36,75,99,64,41,79,31,87,49,65,Graphic Designer
89,76,67,33,36,74,62,75,92,64,83,77,45,36,56,Mechanical Engineer
88,90,67,47,58,72,65,72,87,57,98,91,29,56,84,Data Scientist
77,63,97,72,59,29,95,85,66,75,43,66,62,44,64,Teacher
50,63,93,64,55,25,93,75,71,68,37,66,55,52,71,Psychologist
79,74,91,58,75,25,83,67,83,74,40,49,59,65,71,Lawyer
97,85,55,46,63,63,62,75,79,49,98,89,46,33,60,Mechanical Engineer
84,86,82,58,47,32,71,47,93,64,61,95,42,39,89,Doctor
65,55,92,55,57,49,83,89,68,72,43,49,68,48,62,Teacher
71,55,71,69,94,61,99,82,74,82,60,45,48,91,67,Entrepreneur
73,69,77,64,77,53,92,78,87,83,63,36,58,91,86,Entrepreneur
89,94,70,52,38,36,89,49,73,63,55,85,42,48,93,Doctor
86,93,57,41,59,81,74,60,97,63,80,88,24,49,84,Data Scientist
82,83,77,41,46,78,64,77,95,69,88,88,42,44,69,Data Scientist
69,69,94,61,46,28,91,79,80,83,35,81,72,30,90,Psychologist
89,82,65,30,62,90,60,68,89,57,87,90,37,37,69,Data Scientist
71,64,89,63,49,29,95,83,72,78,37,73,57,34,88,Psychologist
76,65,91,56,56,15,95,59,90,81,51,46,63,67,74,Lawyer
84,76,85,70,54,25,94,89,70,70,52,52,74,58,62,Teacher
82,73,57,55,45,94,58,73,77,53,92,73,33,46,74,Software Engineer
94,51,62,47,95,58,70,43,94,66,52,49,29,78,68,Accountant
66,45,68,62,95,64,77,96,71,97,55,52,68,88,72,Entrepreneur
76,68,69,37,69,89,74,63,83,51,83,73,30,61,78,Software Engineer
53,62,62,96,61,57,66,86,52,64,61,34,97,62,65,Graphic Designer
74,98,77,53,48,28,90,42,86,63,46,87,28,45,92,Doctor
88,83,63,37,54,54,58,76,81,54,89,82,36,49,60,Mechanical Engineer
69,52,72,64,86,54,85,90,86,95,55,58,64,80,89,Entrepreneur
82,56,78,29,93,55,62,50,87,52,38,59,46,90,77,Accountant
99,50,81,31,91,55,61,55,87,62,39,46,34,76,76,Accountant
44,63,66,96,55,63,80,90,63,56,77,44,95,59,66,Graphic Designer
83,91,71,58,36,34,84,51,70,87,64,94,27,54,86,Doctor
60,65,91,67,76,20,94,58,94,69,41,33,65,70,78,Lawyer
71,70,66,54,96,65,83,81,77,91,71,38,51,88,84,Entrepreneur
78,79,94,64,45,33,89,83,65,83,48,49,65,57,73,Teacher
91,98,62,44,57,36,72,48,76,79,68,98,31,31,93,Doctor
67,59,95,54,57,30,95,81,58,77,38,59,76,56,80,Teacher
60,61,65,90,49,62,62,91,40,55,76,48,95,44,64,Graphic Designer
81,66,87,51,64,21,88,86,75,93,47,60,68,30,68,Teacher
78,94,64,54,53,40,82,46,71,85,49,91,24,30,73,Doctor
46,53,57,97,55,61,76,95,51,53,53,31,96,61,69,Graphic Designer
79,56,89,52,49,44,81,72,55,84,33,47,67,39,56,Teacher
54,77,93,69,51,31,82,78,69,83,46,67,77,30,78,Psychologist
86,68,82,27,88,43,56,54,77,63,44,31,32,88,73,Accountant
84,89,78,30,46,84,67,63,86,60,85,86,37,59,72,Data Scientist
82,67,88,53,64,43,88,69,65,85,41,61,62,41,62,Teacher
75,63,88,57,97,40,86,75,78,92,70,63,69,84,91,Entrepreneur
72,55,99,55,55,23,81,69,88,88,33,38,44,63,64,Lawyer
60,36,69,95,35,37,69,88,62,62,78,35,93,38,68,Graphic Designer
71,97,70,55,58,34,76,58,74,78,49,99,20,41,74,Doctor
64,69,90,50,47,44,99,69,61,79,45,49,74,53,81,Teacher
75,90,68,39,52,33,84,46,89,64,46,92,41,48,78,Doctor
50,58,98,64,59,15,81,71,80,62,48,68,57,57,84,Psychologist
96,67,78,55,42,89,64,66,82,54,87,78,23,30,84,Software Engineer
87,88,59,36,42,81,73,55,98,64,87,83,37,48,62,Data Scientist
61,63,66,49,74,64,96,76,81,86,77,44,66,94,93,Entrepreneur
98,83,56,44,57,75,65,77,97,40,82,75,43,43,76,Data Scientist
90,73,76,32,65,82,65,51,83,49,99,94,31,64,72,Data Scientist
55,50,61,80,63,50,79,86,66,66,76,41,89,36,66,Graphic Designer
63,45,72,97,48,59,81,91,67,44,66,27,97,51,64,Graphic Designer
57,56,83,45,69,25,93,72,91,80,48,46,66,76,76,Lawyer
78,50,80,61,61,36,83,78,93,80,42,43,68,72,74,Lawyer
79,85,74,56,56,47,52,64,84,64,84,83,29,40,56,Mechanical Engineer
92,94,67,41,44,79,59,68,81,48,85,81,44,53,55,Data Scientist
64,79,84,70,52,31,84,76,72,72,51,48,65,48,75,Teacher
87,72,57,48,40,68,77,54,92,52,77,82,40,40,55,Data Scientist
84,87,67,43,54,87,72,53,81,63,86,80,43,49,76,Data Scientist
62,64,82,50,62,26,88,77,78,91,45,66,60,50,68,Teacher
50,58,84,67,53,40,82,82,75,61,32,61,79,38,89,Psychologist
77,79,74,33,58,90,59,71,78,74,84,71,38,56,62,Software Engineer
99,84,65,39,59,74,65,56,98,66,82,76,23,58,74,Data Scientist
43,61,59,93,60,64,74,96,62,51,74,47,95,62,69,Graphic Designer
84,82,57,29,40,79,77,51,93,57,98,77,20,56,69,Data Scientist
80,69,65,32,51,97,55,59,99,71,99,84,22,30,60,Software Engineer
73,96,61,54,49,40,87,54,78,75,47,98,42,36,71,Doctor
90,50,65,35,84,40,58,37,98,55,44,40,38,98,75,Accountant
70,52,90,55,59,30,93,68,79,81,47,46,47,74,82,Lawyer
91,95,63,47,40,20,80,48,71,81,63,91,44,33,84,Doctor
78,73,71,48,84,42,95,78,65,85,75,57,68,82,84,Entrepreneur
50,63,55,98,36,37,76,90,46,50,75,42,86,53,69,Graphic Designer
98,86,73,37,35,57,74,64,78,53,86,93,48,55,64,Mechanical Engineer
67,36,56,82,43,56,76,94,58,44,53,24,85,51,67,Graphic Designer
71,72,93,47,65,22,98,72,94,72,40,55,60,75,69,Lawyer
75,71,68,58,58,89,65,54,88,56,96,66,46,60,64,Software Engineer
68,53,88,55,76,53,88,98,75,83,61,61,52,99,80,Entrepreneur
61,57,55,98,48,43,80,86,69,42,71,47,87,47,76,Graphic Designer
63,52,90,60,61,43,90,72,88,82,50,52,64,87,74,Lawyer
60,61,76,73,49,15,99,83,83,76,50,60,60,36,78,Psychologist
87,91,84,45,52,36,92,40,81,61,48,87,43,25,89,Doctor
63,59,75,89,58,54,69,88,64,46,54,26,99,64,77,Graphic Designer
63,72,88,45,76,59,88,85,83,92,62,39,66,97,78,Entrepreneur
86,87,62,58,42,80,61,43,76,40,98,86,37,50,84,Software Engineer
89,74,67,46,51,82,65,50,81,41,87,83,42,50,75,Data Scientist
96,86,55,31,60,62,72,67,90,72,92,99,36,53,58,Mechanical Engineer
65,62,91,51,61,24,93,65,74,77,54,56,71,31,57,Teacher
91,94,70,48,56,44,93,48,79,81,66,97,43,25,65,Doctor
77,80,65,44,65,95,76,71,82,46,86,80,45,57,69,Software Engineer
80,57,88,63,87,57,78,81,82,92,61,59,72,91,87,Entrepreneur
82,67,67,36,45,77,67,71,91,49,92,82,22,42,61,Software Engineer
97,59,67,45,84,51,73,47,86,63,63,50,45,99,59,Accountant
91,75,66,32,45,81,69,67,93,74,99,78,32,33,65,Software Engineer
42,42,68,87,63,53,74,88,52,61,78,32,95,35,58,Graphic Designer
76,90,66,32,40,47,55,73,89,70,97,76,39,59,73,Mechanical Engineer
96,90,84,50,49,80,60,73,85,47,94,73,25,58,68,Software Engineer
78,98,70,37,41,39,70,68,85,67,56,96,28,34,73,Doctor
94,94,54,44,52,47,72,69,89,72,89,86,31,54,84,Mechanical Engineer
76,56,72,51,79,68,84,75,81,80,58,57,68,93,73,Entrepreneur
97,52,68,30,85,31,59,36,98,59,42,50,24,96,74,Accountant
75,70,99,55,53,26,80,87,76,70,45,56,55,30,76,Teacher
94,98,60,34,46,74,70,63,84,66,83,89,26,37,69,Mechanical Engineer
85,84,52,46,49,54,71,69,90,64,85,86,27,43,58,Mechanical Engineer
86,74,77,36,64,80,69,61,92,65,92,68,42,30,63,Software Engineer
96,87,77,52,53,90,58,55,95,60,85,89,27,41,81,Data Scientist
98,70,60,42,56,78,74,62,94,64,82,93,27,56,75,Data Scientist
60,38,70,98,42,56,76,94,61,63,79,35,88,52,69,Graphic Designer
83,65,92,79,41,39,98,89,61,70,55,48,57,33,65,Teacher
77,55,96,56,48,22,96,86,59,73,43,54,64,52,59,Teacher
80,73,89,52,52,24,83,79,78,70,39,47,59,49,70,Teacher
69,79,83,68,59,32,93,69,60,79,35,72,64,30,70,Teacher
